iter	Logloss
112	0.4376543576
113	0.4374282958
114	0.4364607472
115	0.4361347681
116	0.4357602561
117	0.4350030332
118	0.4341838329
119	0.4337439316
120	0.4331972888
121	0.4328868931
122	0.4325421222
123	0.4302150963
124	0.4299241545
125	0.4290683382
126	0.4278631167
127	0.4269229919
128	0.4265354938
129	0.4258916073
130	0.4248594333
131	0.4244373816
132	0.424127979
133	0.4234829466
134	0.422687809
135	0.4210924667
136	0.4209053635
137	0.4201230338
138	0.4198045918
139	0.4195367195
140	0.4187592533
141	0.4181591125
142	0.4178488695
143	0.4175526822
144	0.4167657692
145	0.4165178346
146	0.4159819627
147	0.4154270699
148	0.4140170738
149	0.4127305993
150	0.4122063132
151	0.4119309293
152	0.4098357709
153	0.4095469424
154	0.4092545491
155	0.4089202945
156	0.4083551909
157	0.407897389
158	0.4076054032
159	0.4070211259
160	0.4065941089
161	0.4063196672
162	0.4060280123
163	0.4057844828
164	0.4053827762
165	0.4051329828
166	0.4046854935
167	0.4044877722
168	0.4042513214
169	0.4037114519
170	0.4034755868
171	0.4031807235
172	0.4030259586
173	0.402599349
174	0.4022962867
175	0.4014676651
176	0.4010713567
177	0.4006011543
178	0.39979438
179	0.3993476546
180	0.39907278
181	0.3985688134
182	0.3983626893
183	0.397881334
184	0.3973546543
185	0.3968604147
186	0.3965897924
187	0.3961103723
188	0.3958377894
189	0.3953562559
190	0.3948857988
191	0.3944112677
192	0.3940953974
193	0.3938387543
194	0.3936097388
195	0.3932278935
196	0.3928608932
197	0.3926587413
198	0.3924055867
199	0.3920030144
200	0.391519011
201	0.3911686381
202	0.3909920767
203	0.3906317732
204	0.390391452
205	0.3900931258
206	0.3899207404
207	0.3894832326
208	0.3891079568
209	0.3887932323
210	0.388515022
211	0.3880406946
212	0.3877779659
213	0.3876267148
214	0.387394109
215	0.3871864061
216	0.3868120215
217	0.3862163112
218	0.3860641944
219	0.3855186466
220	0.385248559
221	0.3848525307
222	0.3841615883
223	0.3838767576
224	0.3837358445
225	0.3835771328
226	0.3833022072
227	0.3826765013
228	0.3816048849
229	0.3813897214
230	0.3809772184
231	0.380727094
232	0.380256255
233	0.3798090203
234	0.3793771145
235	0.3789251946
236	0.3786433685
237	0.3783859361
238	0.3781707471
239	0.3779297894
240	0.3777207879
241	0.3774462697
242	0.3770542391
243	0.3768773467
244	0.3765620111
245	0.3760310791
246	0.3756444722
247	0.3749828888
248	0.3748143482
249	0.3744449289
250	0.374261467
251	0.3738307834
252	0.3735473786
253	0.3732637701
254	0.3730738914
255	0.3728913461
256	0.3727103541
257	0.3725816888
258	0.3722362558
259	0.3718866723
260	0.3715990661
261	0.371359738
262	0.3711485976
263	0.3709277048
264	0.3707198492
265	0.3704952388
266	0.3701070022
267	0.3699603345
268	0.3698163659
269	0.3696379202
270	0.3693172374
271	0.368953369
272	0.3687546037
273	0.368450752
274	0.368160956
275	0.3679364984
276	0.3677692819
277	0.3676202461
278	0.3672535005
279	0.3669694336
280	0.3663664155
281	0.3660515382
282	0.3656234518
283	0.3651872173
284	0.3646985795
285	0.3645975418
286	0.3644313948
287	0.3642813914
288	0.3639946509
289	0.3638012838
290	0.3634227742
291	0.3632875649
292	0.3629362753
293	0.3626362431
294	0.3624606747
295	0.3622633099
296	0.3620589682
297	0.3613545557
298	0.3611889435
299	0.360869381
300	0.36018539
301	0.3598556678
302	0.359159098
303	0.3588510194
304	0.358718662
305	0.3585827907
306	0.3583695114
307	0.3580575369
308	0.3577611969
309	0.3575949735
310	0.357490269
311	0.3573180363
312	0.3570269926
313	0.3567477128
314	0.3562690566
315	0.3559168504
316	0.3557317843
317	0.355389305
318	0.3551580742
319	0.3550005592
320	0.354612781
321	0.3544070642
322	0.3542709637
323	0.354067615
324	0.3539164658
325	0.3537545202
326	0.3534659464
327	0.3531906134
328	0.3530187372
329	0.352831685
330	0.3525880281
331	0.3524605851
332	0.3522823685
333	0.3521193535
334	0.3519558037
335	0.3516617044
336	0.3511405248
337	0.3508145456
338	0.3506656117
339	0.3503317135
340	0.3502203122
341	0.350092309
342	0.3498981525
343	0.3496461183
344	0.3495023534
345	0.3491782076
346	0.3489689769
347	0.3486471228
348	0.3484916958
349	0.3480205003
350	0.3478186285
351	0.3476284442
352	0.347109098
353	0.3469008094
354	0.3459891525
355	0.3455786612
356	0.3447726508
357	0.344599756
358	0.3443834721
359	0.3440716504
360	0.3436157074
361	0.343426007
362	0.3422773391
363	0.3419981866
364	0.3417876064
365	0.3411590742
366	0.3405958803
367	0.3403242905
368	0.3401031176
369	0.3398820466
370	0.3396671631
371	0.3395367154
372	0.3392803525
373	0.3390395984
374	0.3388209464
375	0.3385024534
376	0.3378217217
377	0.3372021016
378	0.336716825
379	0.3365794259
380	0.3361411033
381	0.3359034812
382	0.3357236096
383	0.3355272633
384	0.3353666163
385	0.3351582259
386	0.3349803913
387	0.3348084133
388	0.3345556406
389	0.3342901619
390	0.3339792314
391	0.3338442513
392	0.3336075969
393	0.3335362746
394	0.3327101229
395	0.332525566
396	0.332387021
397	0.3319287863
398	0.3317220001
399	0.331161429
400	0.3309553812
401	0.3306808376
402	0.3305044035
403	0.3300418146
404	0.329828739
405	0.3297077381
406	0.3295459453
407	0.3294047776
408	0.3291770353
409	0.3288384264
410	0.3283694971
411	0.3279627488
412	0.3272749893
413	0.3270635434
414	0.3268779425
415	0.3267019667
416	0.3265203127
417	0.3264104137
418	0.326244394
419	0.326081379
420	0.3251429857
421	0.3247892772
422	0.3239596116
423	0.3237208437
424	0.3235414813
425	0.3233397623
426	0.3226105997
427	0.3224472791
428	0.3222139094
429	0.3220869247
430	0.3219422176
431	0.3217835568
432	0.3216404284
433	0.3214016096
434	0.3211897817
435	0.3210072364
436	0.3207776098
437	0.3206340486
438	0.3205011819
439	0.320346697
440	0.3201676911
441	0.320063776
442	0.319922812
443	0.3197282736
444	0.3195573141
445	0.3193893846
446	0.3191890406
447	0.3189051011
448	0.3186682939
449	0.3181986516
450	0.3176138651
451	0.3174347319
452	0.3171636258
453	0.317033229
454	0.3169198925
455	0.3163515042
456	0.316183422
457	0.3160472706
458	0.3159107881
459	0.31574678
460	0.3155188594
461	0.3153361868
462	0.3150656409
463	0.3149645777
464	0.3147805046
465	0.314638955
466	0.3141037707
467	0.3138395142
468	0.3137026498
469	0.3132880334
470	0.3131366295
471	0.3129791145
472	0.3125556879
473	0.3123872492
474	0.3121237057
475	0.3119625749
476	0.3118320763
477	0.3116459407
478	0.3115525164
479	0.3114435342
480	0.3112655722
481	0.3111348954
482	0.3109364356
483	0.3107793026
484	0.3106376766
485	0.310482275
486	0.3102344931
487	0.3100668183
488	0.3095836043
489	0.3094153438
490	0.3092411759
491	0.308998232
492	0.3088449694
493	0.308705686
494	0.3083685285
495	0.308232046
496	0.3080876445
497	0.3079235346
498	0.3077809155
499	0.3075586732
500	0.3073629635
501	0.3072013744
502	0.3070261879
503	0.3068797239
504	0.3067549545
505	0.3065958608
506	0.3064188156
507	0.3060964776
508	0.305913143
509	0.305760084
510	0.3055985713
511	0.305342463
512	0.3052083486
513	0.3047195836
514	0.3045152673
515	0.3043744052
516	0.3039797774
517	0.3038203781
518	0.303665002
519	0.3035382974
520	0.3034126622
521	0.3032249989
522	0.3031025721
523	0.302996569
524	0.3027730281
525	0.3026456614
526	0.3025165123
527	0.3024038125
528	0.3022753764
529	0.3021127687
530	0.302005849
531	0.3018461696
532	0.3016993491
533	0.3015846122
534	0.3014574493
535	0.301367106
536	0.3012266259
537	0.3011218705
538	0.3010056822
539	0.3008324818
540	0.300680747
541	0.3005386372
542	0.3004219905
543	0.3002540865
544	0.3000732982
545	0.2998694657
546	0.2997142424
547	0.2995690516
548	0.2993660848
549	0.2992669823
550	0.2990670711
551	0.2989850798
552	0.2988609215
553	0.2986630984
554	0.2985496855
555	0.2983899552
556	0.2982426764
557	0.2981249094
558	0.2980000636
559	0.2978852248
560	0.2977655225
561	0.2976383341
562	0.2974942637
563	0.2973201467
564	0.2972426878
565	0.2970626888
566	0.2967661705
567	0.2966308594
568	0.296501914
569	0.2962720327
570	0.2961340989
571	0.2960386376
572	0.2958694604
573	0.2957153066
574	0.2956263383
575	0.2954984115
576	0.295397221
577	0.2952264142
578	0.2950966286
579	0.2949135486
580	0.2947783138
581	0.2945071058
582	0.2942513031
583	0.2941298694
584	0.2939895165
585	0.2938408627
586	0.2936989311
587	0.2935051057
588	0.2933246738
589	0.2932189509
590	0.2930956583
591	0.2929056014
592	0.29278842
593	0.2926836392
594	0.2925963006
595	0.2924546491
596	0.2922226799
597	0.2921200125
598	0.2920137293
599	0.291919643
600	0.2917996861
601	0.2916696713
602	0.291479538
603	0.29138041
604	0.2912585434
605	0.2910379053
606	0.2909123974
607	0.2908100356
608	0.2906863611
609	0.2905970618
610	0.2904689822
611	0.2903343586
612	0.2902174064
613	0.2900539839
614	0.28989708
615	0.2897994543
616	0.2897479424
617	0.2895944251
618	0.2894373684
619	0.2892708904
620	0.2891224912
621	0.288958152
622	0.2888479985
623	0.2886661407
624	0.2885369407
625	0.2884415048
626	0.2883361384
627	0.2882139662
628	0.2880780439
629	0.2879475962
630	0.2878521349
631	0.2877570301
632	0.287611661
633	0.2875054287
634	0.2873417007
635	0.2871226668
636	0.287003652
637	0.2868881003
638	0.2867919005
639	0.2866691172
640	0.2865550424
641	0.2864338887
642	0.2863028044
643	0.2861840443
644	0.2860611592
645	0.2859144915
646	0.2858299793
647	0.2856296608
648	0.2854918033
649	0.2853298577
650	0.2852020837
651	0.2849567717
652	0.2847952845
653	0.2846690637
654	0.2844183026
655	0.2843052208
656	0.2841255529
657	0.2840295568
658	0.2838543704
659	0.2837263417
660	0.2835516136
661	0.2834346614
662	0.283326825
663	0.2831815323
664	0.2830753
665	0.28294335
666	0.2827792146
667	0.2826514405
668	0.282527104
669	0.2823942882
670	0.2822560488
671	0.2821513444
672	0.2819767945
673	0.2818079993
674	0.2816284842
675	0.2815045805
676	0.2813910149
677	0.2811940065
678	0.2810434175
679	0.2809029883
680	0.2807247717
681	0.2805590067
682	0.280430596
683	0.2803032548
684	0.2801478023
685	0.279949088
686	0.2798579808
687	0.2795626848
688	0.2793824312
689	0.2792702151
690	0.279181527
691	0.279046445
692	0.2789222867
693	0.2787937742
694	0.278708218
695	0.278575606
696	0.278432605
697	0.2783049073
698	0.2782076636
699	0.2780645098
700	0.2778694621
701	0.2777187203
702	0.277487464
703	0.2772285547
704	0.2771642858
705	0.2770638082
706	0.2769570158
707	0.276850478
708	0.2767197247
709	0.2766255111
710	0.2764605863
711	0.2763455948
712	0.2762138739
713	0.2761236835
714	0.27596818
715	0.2758855012
716	0.275740183
717	0.2755994737
718	0.2754640098
719	0.2753760092
720	0.275182693
721	0.2750408633
722	0.2749406912
723	0.274797181
724	0.2746274691
725	0.274528061
726	0.2743493097
727	0.2742218667
728	0.274116271
729	0.2739750779
730	0.2738675216
731	0.2737204465
732	0.2735110376
733	0.2734122915
734	0.2732880313
735	0.2731930538
736	0.2730779604
737	0.2728718617
738	0.2727664698
739	0.2726851405
740	0.2725612878
741	0.2724295669
742	0.2722848344
743	0.2721756739
744	0.2719583714
745	0.2718178403
746	0.2717108697
747	0.2715863294
748	0.2714206408
749	0.2713053182
750	0.2711677153
751	0.2710593187
752	0.2709488342
753	0.2707823816
754	0.2706317671
755	0.2704584649
756	0.270338228
757	0.2701853982
758	0.2700830873
759	0.269980318
760	0.2698877595
761	0.2697816291
762	0.2696709917
763	0.2695206064
764	0.2693919666
765	0.2692159399
766	0.2690628809
767	0.2689326369
768	0.2687845688
769	0.2686546303
770	0.2685646691
771	0.2684749115
772	0.2683736445
773	0.2682674887
774	0.2681294275
775	0.2679888455
776	0.2679056065
777	0.2677830015
778	0.2677009592
779	0.26761441
780	0.2675290066
781	0.2674335198
782	0.267311424
783	0.2671859417
784	0.2670352508
785	0.2668866479
786	0.2667331815
787	0.2665486501
788	0.266434346
789	0.2663297944
790	0.2661957818
791	0.2660925543
792	0.2659583889
793	0.2658534553
794	0.2656569817
795	0.2655819164
796	0.2655330781
797	0.2654206073
798	0.2653204099
799	0.2651867538
800	0.2651001027
801	0.2649696041
802	0.2648124201
803	0.2647059078
804	0.2645976385
805	0.2645180153
806	0.2644330957
807	0.2643115092
808	0.2641349987
809	0.2640125719
810	0.2638586726
811	0.2637218592
812	0.2636230367
813	0.2635227119
814	0.2634305862
815	0.2633303124
816	0.2632669092
817	0.263134348
818	0.263023125
819	0.2629113927
820	0.2627785261
821	0.2626765207
822	0.2625869414
823	0.2625091769
824	0.2624435584
825	0.2623283886
826	0.2622231749
827	0.262123614
828	0.2619442516
829	0.2618484847
830	0.2617883917
831	0.2616250202
832	0.2615314686
833	0.2614436971
834	0.2613100156
835	0.2612292974
836	0.2611392088
837	0.2609730364
838	0.2608404243
839	0.2607313657
840	0.2606269922
841	0.2605220586
842	0.2604014142
843	0.2602816356
844	0.2601248845
845	0.2599820617
846	0.2598981861
847	0.2598070281
848	0.2597245275
849	0.2596350245
850	0.2595069449
851	0.2594087336
852	0.2592915776
853	0.2591889357
854	0.2590692589
855	0.2589344061
856	0.2587891134
857	0.258619427
858	0.2584824862
859	0.2583694044
860	0.2582162691
861	0.2581145947
862	0.2579447046
863	0.2578744518
864	0.2577173442
865	0.2576092532
866	0.2575436856
867	0.2574432844
868	0.2572815934
869	0.2571749283
870	0.2570957889
871	0.2569797279
872	0.2568396042
873	0.2567252492
874	0.2566177693
875	0.2564628515
876	0.2563033758
877	0.256225535
878	0.2561089647
879	0.2560249618
880	0.2558924262
881	0.2557931454
882	0.2556828136
883	0.255620989
884	0.2555053354
885	0.2553816355
886	0.2553189452
887	0.2552119491
888	0.2551123373
889	0.2549179516
890	0.2547806544
891	0.2546992232
892	0.2545831113
893	0.2544934301
894	0.25432354
895	0.2542157291
896	0.2541037931
897	0.2540119984
898	0.2539510142
899	0.2537719319
900	0.2536724474
901	0.253573905
902	0.2534952239
903	0.2534449088
904	0.2533293061
905	0.2531843444
906	0.2530942558
907	0.2529667364
908	0.2528182099
909	0.2526114237
910	0.2525295342
911	0.2524489433
912	0.2522932362
913	0.2522385159
914	0.2521407884
915	0.251943831
916	0.251859879
917	0.2517422392
918	0.251643595
919	0.2515104228
920	0.2513335049
921	0.2512164762
922	0.2511353507
923	0.2509996321
924	0.2509149672
925	0.2507806491
926	0.2506956531
927	0.2506275137
928	0.250507786
929	0.2503936602
930	0.2503070091
931	0.2501317718
932	0.2500342734
933	0.2498918071
934	0.2498249154
935	0.2496591504
936	0.2495839577
937	0.2495061932
938	0.2494059958
939	0.2493205924
940	0.2492601938
941	0.2491575773
942	0.2490247107
943	0.2489054158
944	0.248797885
945	0.2487261808
946	0.2485921937
947	0.2484991259
948	0.2483936321
949	0.2483021176
950	0.2481958599
951	0.2480785002
952	0.2479787356
953	0.2478571491
954	0.2478046696
955	0.2476693584
956	0.2475560729
957	0.2474636926
958	0.2474106783
959	0.2472435637
960	0.2471227157
961	0.2470516735
962	0.2469228554
963	0.2468221487
964	0.2466477771
965	0.2465382346
966	0.2464465164
967	0.2463455296
968	0.2462339501
969	0.2461004977
970	0.2459823742
971	0.2458877022
972	0.2458010512
973	0.2457005227
974	0.2456167744
975	0.245525871
976	0.2454496088
977	0.2453892867
978	0.2452679293
979	0.2451483544
980	0.2450301799
981	0.2449343621
982	0.2448551717
983	0.2447209555
984	0.244641536
985	0.2445592391
986	0.244438391
987	0.2443518672
988	0.2441836577
989	0.2441242777
990	0.2440265501
991	0.2439488875
992	0.2438441576
993	0.2436990177
994	0.2435795955
995	0.2434660299
996	0.2433992656
997	0.2432967255
998	0.2431411457
999	0.2430617516
